prolific_id,participant_id,trial_type,trial_index,image_shown,image_category,feed_duration_seconds,post_dwell_seconds,feed_source,like_state,share_state,image_index,scroll_to_bottom,political_affiliation,condition,consented,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,blame_descriptive,praise_descriptive,emotion_descriptive,political_descriptive,blame_prescriptive_ownNetwork,praise_prescriptive_ownNetwork,emotion_prescriptive_ownNetwork,poli_prescriptive_ownNetwork,blame_descriptive_ownNetwork,praise_descriptive_ownNetwork,emotion_descriptive_ownNetwork,political_descriptive_ownNetwork,gender,age,language,education,employment,party,party_lean,political_ideology,political_follow,rep_id,dem_id,sm_use,sm_use_slider,sm_use_poli,sm_use_poli_slider,sm_post_poli,sm_post_poli_slider,share_why
TEST999,3,social-media-feed,5,Slide68.png,dem_outgroup_blame,,7.8375,,,,14,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide54.png,rep_ingroup_praise,,7.7794,,true,,15,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide616.png,distractor,,4.2749,,,,16,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide15.png,neutral_political,,1.4247,,,,17,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide45.png,neutral_political,,1.7083,,,,18,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide25.png,rep_ingroup_praise,,1.009,,,,19,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide617.png,distractor,,2.7338,,,,20,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide70.png,dem_outgroup_blame,,4.1923,,,,21,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide72.png,neutral_political,,4.4324,,,,22,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide44.png,neutral_political,,5.7459,,,,23,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide610.png,distractor,,4.8706,,,,24,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide41.png,neutral_political,,6.1136,,,,25,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide53.png,rep_ingroup_praise,,7.5284,,true,,26,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide78.png,neutral_political,,4.9785,,,,27,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide89.png,rep_outgroup_blame,,5.8296,,true,,28,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide609.png,distractor,,2.2919,,,,29,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide42.png,neutral_political,,0.1,,,,30,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide613.png,distractor,,0.0745,,,,31,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide73.png,neutral_political,,0.0759,,,,32,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide51.png,rep_ingroup_praise,,0.0842,,,,33,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide80.png,neutral_political,,2.1912,,,,34,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide67.png,dem_outgroup_blame,,2.7501,,,,35,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide33.png,dem_ingroup_praise,,3.7152,,,,36,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide4.png,dem_ingroup_praise,,4.8581,,,,37,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide23.png,rep_ingroup_praise,,5.8831,,,,38,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide48.png,neutral_political,,4.8583,,,,39,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide14.png,neutral_political,,5.5084,,,,40,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide17.png,neutral_political,,3.6166,,,,41,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide615.png,distractor,,3.2755,,true,,42,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide75.png,neutral_political,,1.7746,,,,43,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide39.png,dem_outgroup_blame,,0.1755,,,,44,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide49.png,neutral_political,,3.1753,,,,45,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide19.png,neutral_political,,3.1667,,true,,46,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide38.png,dem_outgroup_blame,,2.2166,,,,47,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide90.png,rep_outgroup_blame,,0.0832,,,,48,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide71.png,neutral_political,,0.0747,,,,49,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide30.png,rep_outgroup_blame,,0.0831,,,,50,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide604.png,distractor,,0.0917,,,,51,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide28.png,rep_outgroup_blame,,2.4127,,,,52,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide607.png,distractor,,2.4125,,true,,53,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide82.png,rep_ingroup_praise,,0.0915,,,,54,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide24.png,rep_ingroup_praise,,0.0745,,,,55,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide87.png,rep_outgroup_blame,,0.0668,,,,56,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide84.png,rep_ingroup_praise,,0.0833,,,,57,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide61.png,dem_ingroup_praise,,3.6667,,,,58,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide62.png,dem_ingroup_praise,,4.9667,,,,59,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide47.png,neutral_political,,3.4414,,,,60,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide37.png,dem_outgroup_blame,,3.3335,,,,61,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide35.png,dem_ingroup_praise,,1.7667,,,,62,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide63.png,dem_ingroup_praise,,1.2992,,,,63,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide16.png,neutral_political,,1.6665,,,,64,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide69.png,dem_outgroup_blame,,2.7665,,,,65,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide611.png,distractor,,2.9749,,,,66,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide64.png,dem_ingroup_praise,,2.8666,,,,67,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide18.png,neutral_political,,0.9998,,,,68,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide29.png,rep_outgroup_blame,,1.7745,,,,69,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide614.png,distractor,,3.0584,,,,70,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide57.png,rep_outgroup_blame,,2.2501,,true,,71,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide59.png,rep_outgroup_blame,,2.2832,,,,72,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide9.png,dem_outgroup_blame,,3.8039,,,,73,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide612.png,distractor,,3.3377,,,,74,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide605.png,distractor,,1.9455,,,,75,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide34.png,dem_ingroup_praise,,2.388,,,,76,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide43.png,neutral_political,,1.9708,,,,77,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide606.png,distractor,,1.033,,,,78,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide13.png,neutral_political,,0.95,,,,79,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide46.png,neutral_political,,0.9419,,,,80,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide81.png,rep_ingroup_praise,,0.4996,,,,81,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide79.png,neutral_political,,0.4164,,,,82,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide32.png,dem_ingroup_praise,,0.0668,,,,83,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide608.png,distractor,,0.059,,,,84,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide91.png,dem_ingroup_praise,,0.0675,,,,85,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide116.png,rep_outgroup_blame,,0.0842,,,,86,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide111.png,rep_ingroup_praise,,1.6582,,,,87,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide85.png,rep_ingroup_praise,,1.6415,,,,88,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide10.png,dem_outgroup_blame,,0.0502,,,,89,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide603.png,distractor,,0.0413,,,,90,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide55.png,rep_ingroup_praise,,0.0418,,,,91,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide20.png,neutral_political,,0.0501,,,,92,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide74.png,neutral_political,,0.0583,,,,93,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide3.png,dem_ingroup_praise,,0.0667,,,,94,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide60.png,rep_outgroup_blame,,0.0662,,,,95,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide101.png,neutral_political,,0.0753,,,,96,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide8.png,dem_outgroup_blame,,0.0756,,,,97,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide40.png,dem_outgroup_blame,,0.0743,,,,98,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide83.png,rep_ingroup_praise,,4.872,,true,,99,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,5,Slide77.png,neutral_political,114.5289,4.83,,,,100,true,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,instructions,6,,,,,,,,,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide179.png,rep_outgroup_blame,,5.9706,community,,,1,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide299.png,rep_outgroup_blame,,5.9706,community,,,2,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide236.png,rep_outgroup_blame,,0.117,personalized,,,3,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide509.png,rep_outgroup_blame,,0.1015,community,,,4,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide240.png,rep_outgroup_blame,,0.0119,personalized,,,5,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide208.png,rep_outgroup_blame,,0.0119,personalized,,,6,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide686.png,distractor,,0.0082,personalized,,,7,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide351.png,rep_ingroup_praise,,0.0082,community,,,8,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide633.png,distractor,,0.004,community,,,9,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide447.png,rep_outgroup_blame,,0.004,personalized,,,10,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide206.png,rep_outgroup_blame,,0.0202,personalized,,,11,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide120.png,rep_outgroup_blame,,0.0162,community,,,12,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide414.png,rep_ingroup_praise,,,personalized,,,13,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide291.png,rep_ingroup_praise,,,personalized,,,14,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide149.png,rep_outgroup_blame,,,community,,,15,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide671.png,distractor,,,personalized,,,16,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide322.png,rep_ingroup_praise,,,personalized,,,17,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide448.png,rep_outgroup_blame,,0.0169,personalized,,,18,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide477.png,rep_outgroup_blame,,0.017,personalized,,,19,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide300.png,rep_outgroup_blame,,0.017,community,,,20,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide415.png,rep_ingroup_praise,,,community,,,21,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide697.png,distractor,,,personalized,,,22,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide682.png,distractor,,,personalized,,,23,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide239.png,rep_outgroup_blame,,,community,,,24,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide168.png,neutral_political,,,community,,,25,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide412.png,rep_ingroup_praise,,,community,,,26,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide599.png,rep_outgroup_blame,,0.0168,personalized,,,27,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide113.png,rep_ingroup_praise,,0.0168,community,,,28,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide672.png,distractor,,0.0168,personalized,,,29,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide443.png,rep_ingroup_praise,,,community,,,30,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide171.png,rep_ingroup_praise,,0.0167,community,,,31,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide688.png,distractor,,0.0167,personalized,,,32,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide261.png,rep_ingroup_praise,,0.0167,personalized,,,33,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide22.png,rep_ingroup_praise,,,personalized,,,34,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide356.png,rep_outgroup_blame,,0.0168,personalized,,,35,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide324.png,rep_ingroup_praise,,0.0168,community,,,36,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide449.png,rep_outgroup_blame,,,personalized,,,37,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide381.png,rep_ingroup_praise,,0.0163,personalized,,,38,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide165.png,neutral_political,,0.0163,personalized,,,39,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide433.png,neutral_political,,0.0169,community,,,40,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide564.png,rep_ingroup_praise,,0.0331,personalized,,,41,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide352.png,rep_ingroup_praise,,0.0495,personalized,,,42,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide147.png,rep_outgroup_blame,,0.0828,personalized,,,43,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide174.png,rep_ingroup_praise,,0.0833,community,,,44,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST999,3,social-media-feed,7,Slide178.png,rep_outgroup_blame,,0.1,community,,,45,,republican,algorithmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
